X,Y,Anio,Comuna,Calle1,Calle2,Numero,Interseccion,Fallecidos,Graves,MenosGraves,Leves
-70.64054594816533,-33.53349187071851,2017,SAN RAMON,URUGUAY,LOS CRISANTEMOS,0,1,0.0,0.0,1.0,
-70.64052397318831,-33.391220320344445,2017,RECOLETA,HERNAN MERY,LOS ZAPADORES,0,1,,,,
-70.64046273279402,-33.434103201921914,2017,RECOLETA,BELLAVISTA,BOMBERO NUNEZ,0,1,0.0,1.0,0.0,
-70.64029754669887,-33.38642397628071,2017,RECOLETA,ADELA MARTINEZ,HEROE JUAN FERRA,0,1,,,,
-70.64028180358744,-33.49207647969675,2017,SAN MIGUEL,SANTA ROSA,ALVAREZ DE TOLEDO,0,1,,,,
-70.6402703,-33.449828100000005,2017,SANTIAGO,MANUEL ANTONIO TOCORNAL,,533,0,0.0,0.0,0.0,2.0
-70.6402426,-33.49205610000001,2017,SAN JOAQUIN,SANTA ROSA,ALVAREZ DE TOLEDO,0,1,,,,
-70.64022330808379,-33.47790803529393,2017,SAN JOAQUIN,ISABEL RIQUELME,ALERCES,0,1,0.0,0.0,,
-70.6402227,-33.3962828,2017,RECOLETA,MAGNOLIAS,,535,0,0.0,0.0,0.0,1.0
-70.6401715,-33.4499023,2017,SANTIAGO,MANUEL ANTONIO TOCORNAL,VICTORIA,0,1,,,,
-70.64009701385487,-33.38444416831358,2017,RECOLETA,LOS CARDENALES,HEROE JUAN IGNACIO BOLIVAR,0,1,,,,
-70.6399647,-33.493318,2017,SAN RAMON,SANTA ROSA,AMERICO VESPUCIO,0,1,,,,
-70.6399594,-33.43710690000002,2017,SANTIAGO,MERCED,,268,0,0.0,0.0,0.0,1.0
-70.6397778,-33.50624860000001,2017,SAN MIGUEL,SANTA ROSA,DEPARTAMENTAL,0,1,,,,
-70.63969801019255,-33.52987780496874,2017,SAN RAMON,EL PARRON,TRANSVERSAL ORIENTE,0,1,,,,
-70.63963904416758,-33.42795464435415,2017,RECOLETA,DOMINICA,LORETO,0,1,0.0,0.0,0.0,1.0
